"";"q1";"q2";"q3";"q4";"q5";"q6";"q7";"q8";"q9";"q10";"q25";"q26";"q27";"q28";"q29";"q30";"q31"
"sub01071";0,55;0,53;0,49;0,64;0,75;0,63;0,64;0,6;0,31;0,73;0,001;0,54;0,001;0,55;0,58;0,72;0,73
"sub00387";0,31;0,71;0,84;0,54;0,41;0,14;0,19;0,31;0,999;0,49;0,82;0,001;0,01;0,35;0,71;0,42;0,51
"sub01423";0,31;0,01;0,001;0,2;0,7;0,69;0,7;0,72;0,14;0,06;0,18;0,62;0,001;0,001;0,12;0,999;0,13
"sub00295";0,77;0,24;0,24;0,55;0,81;0,64;0,58;0,61;0,83;0,39;0,15;0,33;0,08;0,6;0,79;0,87;0,87
"sub01299";0,04;0,32;0,22;0,24;0,13;0,15;0,15;0,18;0,25;0,27;0,61;0,48;0,48;0,48;0,56;0,51;0,55
"sub00648";0,65;0,59;0,999;0,999;0,999;0,999;0,999;0,999;0,71;0,93;0,001;0,86;0,68;0,89;0,85;0,001;0,999
"sub00454";0,2;0,58;0,001;0,62;0,35;0,67;0,999;0,39;0,15;0,75;0,24;0,13;0,95;0,89;0,89;0,87;0,91
"sub00990";0,35;0,37;0,82;0,81;0,62;0,69;0,63;0,56;0,41;0,51;0,61;0,57;0,34;0,6;0,93;0,91;0,88
"sub00036";0,22;0,68;0,17;0,8;0,35;0,4;0,42;0,36;0,18;0,74;0,68;0,04;0,06;0,001;0,57;0,02;0,02
"sub01451";0,48;0,34;0,83;0,86;0,62;0,27;0,58;0,66;0,999;0,93;0,001;0,001;0,14;0,05;0,999;0,45;0,001
"sub00807";0,69;0,1;0,69;0,84;0,71;0,999;0,8;0,64;0,93;0,31;0,001;0,68;0,61;0,999;0,88;0,999;0,999
"sub00868";0,67;0,2;0,12;0,22;0,85;0,69;0,75;0,91;0,25;0,3;0,4;0,05;0,08;0,05;0,07;0,05;0,13
"sub00570";0,57;0,23;0,69;0,27;0,36;0,21;0,34;0,43;0,96;0,999;0,15;0,25;0,81;0,69;0,66;0,95;0,93
"sub00639";0,23;0,69;0,92;0,97;0,5;0,18;0,29;0,33;0,02;0,76;0,24;0,09;0,001;0,02;0,96;0,02;0,05
"sub00322";0,49;0,75;0,999;0,53;0,9;0,75;0,56;0,64;0,23;0,5;0,65;0,001;0,28;0,78;0,7;0,001;0,001
"sub01110";0,09;0,12;0,49;0,69;0,97;0,93;0,52;0,5;0,97;0,17;0,1;0,24;0,04;0,24;0,83;0,15;0,17
"sub00617";0,999;0,8;0,999;0,999;0,999;0,999;0,999;0,999;0,7;0,81;0,09;0,3;0,999;0,44;0,999;0,999;0,999
"sub00690";0,63;0,56;0,82;0,77;0,88;0,98;0,66;0,49;0,91;0,69;0,15;0,67;0,5;0,3;0,5;0,69;0,79
"sub00983";0,35;0,71;0,4;0,64;0,81;0,77;0,96;0,87;0,88;0,59;0,27;0,9;0,28;0,86;0,91;0,89;0,88
"sub01313";0,24;0,54;0,12;0,34;0,2;0,13;0,44;0,44;0,68;0,61;0,2;0,02;0,001;0,02;0,57;0,21;0,13
"sub00027";0,32;0,66;0,01;0,63;0,7;0,42;0,57;0,74;0,93;0,85;0,07;0,04;0,65;0,19;0,53;0,34;0,49
"sub00885";0,31;0,73;0,55;0,31;0,21;0,32;0,3;0,58;0,8;0,84;0,1;0,18;0,15;0,24;0,77;0,21;0,2
"sub01523";0,73;0,54;0,57;0,59;0,45;0,64;0,34;0,69;0,36;0,69;0,68;0,61;0,65;0,7;0,7;0,67;0,73
"sub01484";0,18;0,37;0,32;0,66;0,56;0,24;0,5;0,46;0,95;0,49;0,52;0,36;0,68;0,89;0,87;0,5;0,48
"sub00591";0,24;0,63;0,65;0,58;0,66;0,44;0,8;0,78;0,78;0,72;0,25;0,69;0,62;0,3;0,73;0,22;0,73
"sub00896";0,65;0,22;0,66;0,31;0,37;0,77;0,78;0,69;0,72;0,33;0,02;0,66;0,26;0,78;0,999;0,999;0,97
"sub00770";0,35;0,58;0,02;0,59;0,47;0,17;0,2;0,14;0,76;0,31;0,07;0,29;0,39;0,3;0,71;0,81;0,26
"sub00972";0,74;0,1;0,95;0,9;0,72;0,7;0,88;0,88;0,84;0,85;0,83;0,001;0,001;0,001;0,92;0,001;0,001
"sub00224";0,41;0,72;0,8;0,75;0,75;0,61;0,73;0,74;0,93;0,999;0,58;0,05;0,07;0,1;0,8;0,13;0,06
"sub01143";0,65;0,26;0,21;0,63;0,68;0,8;0,98;0,73;0,87;0,51;0,01;0,82;0,53;0,66;0,92;0,999;0,51
"sub00099";0,77;0,35;0,64;0,999;0,89;0,94;0,999;0,9;0,72;0,67;0,12;0,82;0,32;0,82;0,8;0,84;0,98
"sub01292";0,11;0,61;0,81;0,82;0,69;0,6;0,49;0,61;0,35;0,71;0,02;0,54;0,52;0,62;0,71;0,75;0,73
"sub01420";0,25;0,57;0,999;0,75;0,3;0,22;0,25;0,23;0,83;0,68;0,25;0,27;0,19;0,16;0,18;0,67;0,33
"sub00319";0,001;0,5;0,24;0,16;0,22;0,001;0,04;0,03;0,31;0,36;0,001;0,001;0,001;0,001;0,75;0,001;0,001
"sub00152";0,11;0,24;0,32;0,31;0,26;0,25;0,29;0,35;0,17;0,31;0,27;0,28;0,8;0,72;0,88;0,58;0,81
"sub00362";0,88;0,9;0,64;0,83;0,65;0,8;0,86;0,78;0,78;0,79;0,69;0,81;0,71;0,83;0,69;0,66;0,88
"sub01100";0,7;0,66;0,999;0,65;0,75;0,74;0,999;0,999;0,77;0,81;0,54;0,56;0,001;0,58;0,76;0,27;0,18
"sub01437";0,57;0,38;0,13;0,8;0,63;0,59;0,61;0,64;0,83;0,85;0,28;0,53;0,18;0,28;0,62;0,72;0,67
"sub01339";0,49;0,58;0,31;0,25;0,87;0,2;0,08;0,5;0,08;0,29;0,01;0,001;0,95;0,21;0,96;0,03;0,97
"sub00306";0,7;0,31;0,999;0,98;0,83;0,64;0,7;0,72;0,74;0,76;0,24;0,73;0,02;0,001;0,7;0,93;0,85
"sub00788";0,19;0,51;0,21;0,06;0,68;0,001;0,63;0,76;0,64;0,62;0,001;0,02;0,001;0,02;0,85;0,69;0,24
"sub00458";0,001;0,48;0,57;0,36;0,27;0,16;0,13;0,14;0,04;0,51;0,01;0,05;0,07;0,06;0,05;0,05;0,08
"sub00511";0,78;0,32;0,44;0,63;0,8;0,9;0,71;0,94;0,61;0,67;0,001;0,52;0,999;0,13;0,999;0,5;0,56
"sub00305";0,6;0,11;0,001;0,78;0,3;0,27;0,2;0,38;0,87;0,88;0,91;0,001;0,01;0,001;0,02;0,02;0,001
"sub00059";0,63;0,61;0,999;0,93;0,999;0,999;0,999;0,999;0,999;0,999;0,25;0,67;0,23;0,23;0,999;0,999;0,999
"sub00149";0,78;0,18;0,23;0,56;0,999;0,81;0,86;0,84;0,999;0,54;0,04;0,86;0,52;0,69;0,999;0,999;0,999
"sub00543";0,61;0,33;0,06;0,62;0,61;0,73;0,83;0,93;0,69;0,76;0,08;0,33;0,57;0,59;0,58;0,79;0,5
"sub00547";0,77;0,8;0,999;0,81;0,81;0,73;0,96;0,68;0,77;0,8;0,41;0,62;0,59;0,32;0,36;0,6;0,67
"sub01156";0,21;0,75;0,5;0,68;0,87;0,84;0,83;0,83;0,69;0,23;0,09;0,79;0,12;0,62;0,9;0,88;0,93
"sub00963";0,23;0,36;0,59;0,29;0,28;0,26;0,46;0,69;0,85;0,52;0,18;0,41;0,38;0,6;0,7;0,75;0,85
"sub01117";0,7;0,32;0,999;0,57;0,57;0,55;0,54;0,75;0,78;0,82;0,001;0,15;0,82;0,999;0,999;0,26;0,89
"sub00961";0,14;0,74;0,89;0,81;0,19;0,31;0,6;0,49;0,19;0,7;0,58;0,79;0,85;0,78;0,51;0,86;0,84
"sub01011";0,01;0,03;0,5;0,86;0,9;0,35;0,61;0,2;0,46;0,52;0,96;0,5;0,73;0,82;0,85;0,84;0,97
"sub01539";0,05;0,07;0,34;0,82;0,25;0,17;0,06;0,17;0,61;0,52;0,001;0,001;0,001;0,001;0,999;0,001;0,001
"sub00508";0,59;0,87;0,28;0,77;0,55;0,5;0,69;0,53;0,54;0,79;0,14;0,27;0,02;0,001;0,79;0,82;0,999
"sub00210";0,63;0,31;0,09;0,51;0,65;0,61;0,72;0,83;0,72;0,64;0,001;0,08;0,001;0,001;0,68;0,001;0,001
"sub00313";0,5;0,33;0,2;0,42;0,35;0,51;0,49;0,61;0,49;0,5;0,54;0,48;0,46;0,62;0,94;0,87;0,73
"sub00293";0,59;0,33;0,09;0,71;0,95;0,81;0,84;0,87;0,94;0,75;0,02;0,85;0,16;0,18;0,999;0,999;0,999
"sub01315";0,08;0,46;0,03;0,61;0,14;0,1;0,42;0,61;0,83;0,46;0,1;0,11;0,61;0,55;0,96;0,67;0,57
"sub00219";0,69;0,37;0,2;0,91;0,81;0,61;0,73;0,69;0,68;0,29;0,14;0,54;0,42;0,58;0,56;0,56;0,54
"sub00922";0,32;0,09;0,01;0,81;0,7;0,37;0,4;0,46;0,999;0,88;0,001;0,06;0,02;0,001;0,3;0,11;0,001
"sub01517";0,42;0,21;0,09;0,83;0,63;0,54;0,18;0,18;0,89;0,52;0,05;0,34;0,83;0,74;0,97;0,6;0,75
"sub00780";0,27;0,15;0,001;0,62;0,69;0,93;0,74;0,59;0,97;0,15;0,001;0,11;0,001;0,001;0,001;0,87;0,46
"sub01516";0,12;0,35;0,98;0,97;0,67;0,51;0,57;0,999;0,999;0,73;0,001;0,02;0,53;0,49;0,49;0,03;0,6
"sub00613";0,62;0,38;0,3;0,66;0,68;0,75;0,76;0,76;0,35;0,76;0,2;0,53;0,24;0,3;0,74;0,58;0,61
"sub00035";0,33;0,31;0,73;0,96;0,63;0,62;0,98;0,58;0,62;0,77;0,34;0,71;0,89;0,33;0,93;0,64;0,9
"sub01224";0,37;0,89;0,79;0,79;0,39;0,43;0,58;0,7;0,51;0,57;0,19;0,88;0,77;0,85;0,91;0,88;0,72
"sub01545";0,2;0,34;0,39;0,45;0,27;0,2;0,36;0,19;0,63;0,52;0,32;0,18;0,71;0,76;0,84;0,76;0,51
"sub01446";0,71;0,07;0,22;0,71;0,76;0,999;0,999;0,999;0,999;0,25;0,25;0,48;0,001;0,001;0,001;0,001;0,001
"sub00028";0,06;0,04;0,84;0,17;0,31;0,51;0,999;0,999;0,39;0,08;0,05;0,001;0,17;0,07;0,001;0,01;0,01
"sub01489";0,74;0,34;0,001;0,68;0,7;0,68;0,71;0,78;0,999;0,52;0,27;0,86;0,2;0,44;0,66;0,8;0,999
"sub00583";0,48;0,13;0,11;0,93;0,68;0,56;0,76;0,97;0,74;0,38;0,95;0,03;0,001;0,07;0,98;0,27;0,84
"sub00527";0,05;0,14;0,12;0,58;0,56;0,6;0,64;0,71;0,6;0,3;0,34;0,53;0,05;0,06;0,95;0,46;0,44
"sub00351";0,53;0,51;0,96;0,98;0,49;0,75;0,8;0,76;0,84;0,85;0,16;0,22;0,59;0,5;0,5;0,39;0,49
"sub00376";0,41;0,2;0,001;0,22;0,8;0,5;0,51;0,5;0,45;0,5;0,55;0,38;0,001;0,001;0,001;0,72;0,999
"sub00605";0,11;0,57;0,33;0,8;0,52;0,36;0,12;0,01;0,999;0,68;0,36;0,001;0,2;0,72;0,96;0,7;0,25
"sub00133";0,37;0,15;0,75;0,51;0,4;0,31;0,31;0,37;0,69;0,5;0,12;0,19;0,13;0,001;0,67;0,05;0,2
"sub00615";0,51;0,62;0,31;0,58;0,6;0,59;0,56;0,56;0,71;0,66;0,11;0,49;0,31;0,38;0,96;0,97;0,3
"sub00876";0,12;0,999;0,18;0,25;0,25;0,83;0,999;0,999;0,91;0,81;0,04;0,4;0,83;0,87;0,23;0,5;0,999
"sub01426";0,79;0,55;0,55;0,58;0,94;0,86;0,87;0,9;0,73;0,59;0,07;0,66;0,36;0,75;0,73;0,45;0,55
"sub01310";0,09;0,07;0,02;0,68;0,12;0,07;0,999;0,41;0,82;0,97;0,74;0,06;0,63;0,71;0,67;0,7;0,95
"sub01250";0,999;0,13;0,34;0,98;0,86;0,999;0,999;0,999;0,7;0,94;0,001;0,18;0,14;0,001;0,26;0,8;0,81
"sub01359";0,77;0,27;0,34;0,66;0,61;0,59;0,71;0,84;0,88;0,6;0,12;0,35;0,12;0,52;0,74;0,9;0,86
"sub00491";0,77;0,8;0,44;0,33;0,96;0,66;0,36;0,17;0,84;0,92;0,12;0,82;0,52;0,72;0,999;0,73;0,09
"sub00427";0,49;0,05;0,78;0,49;0,5;0,32;0,57;0,32;0,62;0,5;0,2;0,05;0,56;0,48;0,63;0,88;0,5
"sub00091";0,57;0,65;0,67;0,83;0,59;0,76;0,88;0,89;0,999;0,8;0,09;0,66;0,86;0,65;0,87;0,28;0,001
"sub01370";0,16;0,29;0,29;0,51;0,24;0,36;0,5;0,33;0,25;0,28;0,06;0,001;0,001;0,01;0,48;0,15;0,07
"sub00215";0,47;0,49;0,999;0,79;0,5;0,51;0,51;0,51;0,999;0,82;0,001;0,38;0,16;0,001;0,07;0,51;0,17
"sub00315";0,15;0,43;0,53;0,53;0,39;0,58;0,6;0,66;0,63;0,68;0,65;0,74;0,76;0,82;0,72;0,71;0,73
"sub00168";0,13;0,31;0,13;0,11;0,16;0,17;0,36;0,34;0,84;0,23;0,001;0,01;0,001;0,001;0,18;0,01;0,001
"sub00904";0,82;0,52;0,72;0,51;0,93;0,7;0,999;0,73;0,76;0,91;0,001;0,999;0,999;0,999;0,999;0,999;0,999
"sub01240";0,86;0,22;0,01;0,64;0,88;0,8;0,81;0,83;0,61;0,64;0,001;0,01;0,32;0,32;0,62;0,27;0,7
"sub00732";0,01;0,41;0,84;0,75;0,02;0,01;0,999;0,999;0,999;0,87;0,001;0,78;0,001;0,001;0,999;0,5;0,69
"sub01216";0,03;0,16;0,02;0,11;0,001;0,24;0,24;0,33;0,03;0,08;0,001;0,01;0,001;0,01;0,19;0,18;0,17
"sub00291";0,02;0,75;0,999;0,97;0,07;0,19;0,98;0,07;0,22;0,9;0,06;0,74;0,06;0,97;0,94;0,95;0,94
"sub00070";0,48;0,4;0,19;0,51;0,74;0,68;0,7;0,74;0,77;0,5;0,41;0,58;0,42;0,64;0,94;0,83;0,84
"sub00382";0,35;0,31;0,03;0,84;0,91;0,999;0,999;0,999;0,44;0,5;0,38;0,92;0,19;0,35;0,81;0,81;0,5
"sub00184";0,48;0,29;0,2;0,25;0,48;0,54;0,54;0,57;0,64;0,52;0,1;0,05;0,17;0,12;0,92;0,17;0,11
"sub01558";0,78;0,79;0,94;0,89;0,49;0,57;0,88;0,9;0,72;0,86;0,22;0,7;0,84;0,9;0,77;0,68;0,95
"sub00231";0,85;0,16;0,22;0,83;0,87;0,85;0,94;0,79;0,88;0,51;0,23;0,84;0,001;0,001;0,85;0,64;0,85
"sub00243";0,44;0,06;0,001;0,35;0,17;0,999;0,999;0,999;0,88;0,16;0,001;0,001;0,001;0,22;0,999;0,48;0,001
"sub00100";0,69;0,49;0,12;0,53;0,86;0,83;0,69;0,75;0,52;0,5;0,07;0,22;0,19;0,79;0,78;0,72;0,78
"sub00158";0,49;0,76;0,98;0,8;0,76;0,72;0,8;0,78;0,999;0,76;0,05;0,3;0,11;0,11;0,49;0,84;0,87
"sub00828";0,999;0,999;0,87;0,32;0,89;0,22;0,001;0,001;0,67;0,76;0,001;0,11;0,36;0,08;0,82;0,001;0,12
"sub00933";0,37;0,57;0,001;0,001;0,8;0,68;0,71;0,77;0,15;0,73;0,11;0,61;0,001;0,001;0,75;0,63;0,47
"sub00748";0,55;0,3;0,999;0,92;0,5;0,79;0,999;0,999;0,51;0,999;0,02;0,24;0,08;0,09;0,98;0,8;0,88
"sub01542";0,9;0,26;0,001;0,7;0,97;0,81;0,71;0,74;0,98;0,97;0,17;0,02;0,03;0,001;0,5;0,09;0,01
"sub01534";0,36;0,9;0,25;0,47;0,31;0,23;0,2;0,13;0,66;0,999;0,03;0,37;0,18;0,14;0,79;0,95;0,11
"sub00012";0,5;0,56;0,09;0,78;0,64;0,85;0,73;0,88;0,11;0,51;0,05;0,74;0,79;0,97;0,84;0,96;0,999
"sub00200";0,9;0,34;0,05;0,6;0,91;0,63;0,67;0,7;0,93;0,58;0,64;0,59;0,9;0,88;0,98;0,999;0,36
"sub00142";0,48;0,68;0,94;0,87;0,56;0,56;0,67;0,77;0,87;0,89;0,001;0,72;0,12;0,04;0,81;0,999;0,999
"sub01103";0,38;0,32;0,17;0,49;0,74;0,61;0,61;0,7;0,75;0,43;0,76;0,81;0,29;0,49;0,48;0,18;0,98
"sub01066";0,03;0,5;0,14;0,37;0,67;0,86;0,79;0,57;0,13;0,92;0,34;0,58;0,49;0,44;0,999;0,98;0,01
"sub00970";0,48;0,66;0,95;0,91;0,29;0,44;0,34;0,36;0,67;0,85;0,38;0,26;0,27;0,8;0,999;0,98;0,999
"sub00779";0,42;0,51;0,19;0,11;0,3;0,68;0,999;0,999;0,35;0,58;0,33;0,35;0,44;0,11;0,41;0,36;0,59
"sub00058";0,66;0,08;0,61;0,29;0,69;0,81;0,86;0,59;0,25;0,17;0,23;0,07;0,02;0,01;0,6;0,37;0,49
"sub01037";0,22;0,43;0,67;0,83;0,81;0,53;0,58;0,73;0,91;0,91;0,999;0,999;0,95;0,98;0,9;0,94;0,96
"sub00564";0,48;0,7;0,78;0,86;0,52;0,76;0,98;0,9;0,92;0,82;0,75;0,87;0,53;0,73;0,78;0,21;0,51
"sub00232";0,12;0,34;0,84;0,999;0,23;0,15;0,13;0,12;0,33;0,51;0,63;0,5;0,61;0,64;0,5;0,51;0,5
"sub00101";0,19;0,83;0,01;0,62;0,34;0,15;0,27;0,34;0,62;0,5;0,1;0,17;0,24;0,61;0,51;0,28;0,36
"sub00479";0,21;0,15;0,43;0,25;0,38;0,21;0,18;0,29;0,63;0,16;0,19;0,13;0,17;0,16;0,82;0,55;0,14
"sub00939";0,56;0,77;0,33;0,49;0,63;0,82;0,9;0,92;0,82;0,77;0,23;0,08;0,05;0,07;0,07;0,12;0,05
"sub00553";0,81;0,999;0,999;0,98;0,001;0,001;0,999;0,02;0,02;0,999;0,999;0,69;0,999;0,999;0,999;0,999;0,999
"sub00524";0,17;0,35;0,58;0,65;0,34;0,3;0,68;0,76;0,93;0,92;0,48;0,36;0,77;0,35;0,999;0,66;0,24
"sub01592";0,3;0,4;0,45;0,55;0,59;0,12;0,87;0,93;0,64;0,6;0,36;0,28;0,13;0,11;0,73;0,27;0,82
"sub00050";0,52;0,72;0,75;0,59;0,53;0,62;0,85;0,79;0,59;0,63;0,55;0,5;0,58;0,56;0,7;0,62;0,69
"sub00244";0,29;0,04;0,001;0,01;0,9;0,69;0,79;0,55;0,03;0,7;0,001;0,64;0,001;0,001;0,001;0,001;0,001
"sub01332";0,78;0,34;0,66;0,52;0,999;0,78;0,69;0,73;0,21;0,48;0,001;0,48;0,36;0,65;0,31;0,64;0,64
"sub01356";0,82;0,74;0,999;0,94;0,999;0,92;0,98;0,98;0,999;0,84;0,13;0,999;0,89;0,999;0,001;0,62;0,71
"sub00176";0,001;0,76;0,91;0,87;0,02;0,02;0,02;0,02;0,5;0,95;0,48;0,09;0,001;0,001;0,02;0,11;0,1
"sub00953";0,57;0,77;0,94;0,66;0,52;0,37;0,42;0,41;0,44;0,61;0,47;0,59;0,66;0,78;0,58;0,89;0,97
"sub00104";0,69;0,24;0,21;0,94;0,94;0,79;0,88;0,93;0,62;0,71;0,03;0,63;0,24;0,01;0,74;0,83;0,86
"sub01525";0,9;0,88;0,999;0,999;0,999;0,91;0,68;0,6;0,81;0,96;0,02;0,999;0,999;0,999;0,999;0,999;0,999
"sub01316";0,58;0,3;0,43;0,75;0,66;0,77;0,76;0,84;0,92;0,51;0,03;0,56;0,19;0,15;0,93;0,61;0,36
"sub01183";0,6;0,29;0,23;0,72;0,5;0,82;0,999;0,999;0,999;0,51;0,09;0,91;0,999;0,999;0,86;0,999;0,999
"sub00794";0,07;0,14;0,13;0,79;0,52;0,52;0,52;0,74;0,51;0,51;0,5;0,22;0,19;0,21;0,23;0,77;0,9
"sub00502";0,34;0,83;0,94;0,59;0,48;0,35;0,999;0,62;0,76;0,6;0,01;0,12;0,17;0,36;0,77;0,06;0,1
"sub01031";0,8;0,2;0,5;0,85;0,91;0,61;0,64;0,73;0,72;0,69;0,5;0,49;0,49;0,49;0,65;0,65;0,66
"sub00076";0,65;0,24;0,001;0,5;0,78;0,51;0,36;0,2;0,999;0,999;0,001;0,001;0,001;0,001;0,001;0,66;0,001
"sub00538";0,65;0,31;0,6;0,95;0,72;0,88;0,74;0,68;0,29;0,5;0,44;0,61;0,37;0,69;0,999;0,77;0,91
"sub00696";0,63;0,69;0,001;0,81;0,77;0,7;0,72;0,76;0,999;0,76;0,01;0,76;0,32;0,29;0,81;0,999;0,999
"sub00992";0,86;0,38;0,05;0,59;0,59;0,85;0,85;0,84;0,86;0,61;0,36;0,47;0,18;0,19;0,62;0,5;0,51
"sub00965";0,18;0,11;0,999;0,85;0,03;0,02;0,33;0,24;0,23;0,4;0,33;0,38;0,48;0,68;0,74;0,74;0,61
"sub01149";0,94;0,26;0,24;0,66;0,89;0,89;0,88;0,78;0,98;0,49;0,6;0,79;0,19;0,25;0,98;0,78;0,81
"sub00709";0,66;0,78;0,88;0,85;0,82;0,7;0,81;0,82;0,88;0,92;0,12;0,74;0,5;0,75;0,68;0,83;0,92
"sub01415";0,68;0,72;0,59;0,59;0,43;0,47;0,72;0,67;0,71;0,65;0,34;0,24;0,47;0,2;0,73;0,73;0,75
"sub00846";0,3;0,3;0,85;0,72;0,72;0,74;0,93;0,9;0,98;0,6;0,76;0,77;0,37;0,001;0,83;0,08;0,26
"sub00014";0,999;0,51;0,51;0,999;0,999;0,999;0,999;0,999;0,999;0,51;0,19;0,82;0,52;0,66;0,91;0,999;0,96
"sub00915";0,91;0,19;0,57;0,77;0,77;0,7;0,76;0,72;0,63;0,72;0,45;0,57;0,54;0,6;0,77;0,77;0,81
"sub00417";0,81;0,73;0,72;0,68;0,58;0,84;0,93;0,999;0,67;0,58;0,35;0,64;0,75;0,76;0,81;0,72;0,78
"sub00446";0,32;0,56;0,999;0,97;0,35;0,24;0,15;0,21;0,51;0,8;0,24;0,79;0,22;0,04;0,83;0,94;0,98
"sub00197";0,999;0,51;0,48;0,999;0,97;0,94;0,999;0,98;0,97;0,39;0,35;0,001;0,17;0,03;0,96;0,48;0,35
"sub00038";0,63;0,52;0,69;0,65;0,8;0,84;0,8;0,79;0,86;0,69;0,18;0,29;0,72;0,71;0,94;0,89;0,51
"sub00902";0,03;0,52;0,62;0,87;0,06;0,13;0,61;0,56;0,32;0,39;0,24;0,33;0,68;0,6;0,14;0,78;0,83
"sub00060";0,59;0,83;0,12;0,55;0,71;0,61;0,79;0,81;0,86;0,45;0,3;0,58;0,9;0,92;0,999;0,98;0,999
"sub01478";0,3;0,82;0,89;0,93;0,82;0,5;0,999;0,7;0,999;0,999;0,2;0,001;0,001;0,001;0,05;0,1;0,06
"sub00609";0,52;0,5;0,4;0,75;0,73;0,75;0,77;0,77;0,999;0,74;0,001;0,57;0,32;0,81;0,78;0,85;0,67
"sub00882";0,6;0,86;0,18;0,37;0,9;0,41;0,64;0,64;0,83;0,61;0,001;0,09;0,001;0,001;0,999;0,02;0,49
"sub01474";0,001;0,17;0,2;0,74;0,39;0,28;0,17;0,33;0,07;0,11;0,999;0,51;0,001;0,05;0,92;0,96;0,89
"sub01381";0,53;0,44;0,57;0,53;0,63;0,57;0,6;0,62;0,87;0,82;0,48;0,49;0,5;0,53;0,57;0,86;0,69
"sub00874";0,63;0,42;0,26;0,36;0,63;0,79;0,98;0,86;0,95;0,91;0,08;0,48;0,999;0,83;0,95;0,78;0,5
"sub00162";0,19;0,34;0,001;0,78;0,6;0,69;0,68;0,68;0,63;0,63;0,15;0,75;0,2;0,17;0,84;0,51;0,999
"sub00139";0,33;0,72;0,999;0,999;0,67;0,64;0,59;0,82;0,6;0,76;0,6;0,68;0,56;0,5;0,62;0,61;0,75
"sub00590";0,11;0,23;0,76;0,6;0,48;0,37;0,61;0,67;0,05;0,51;0,33;0,52;0,18;0,53;0,999;0,79;0,999
"sub00066";0,26;0,59;0,97;0,98;0,28;0,26;0,51;0,39;0,92;0,86;0,87;0,51;0,88;0,6;0,63;0,82;0,85
"sub01222";0,08;0,29;0,15;0,76;0,13;0,31;0,4;0,35;0,83;0,5;0,27;0,65;0,51;0,3;0,7;0,92;0,48
"sub00374";0,58;0,41;0,01;0,54;0,69;0,69;0,7;0,74;0,999;0,41;0,001;0,001;0,15;0,09;0,11;0,11;0,14
"sub00667";0,7;0,92;0,5;0,87;0,97;0,68;0,36;0,73;0,91;0,999;0,74;0,999;0,52;0,73;0,92;0,65;0,49
"sub01067";0,33;0,22;0,33;0,62;0,59;0,21;0,32;0,37;0,68;0,51;0,36;0,63;0,08;0,06;0,97;0,88;0,29
"sub00494";0,49;0,84;0,06;0,5;0,76;0,52;0,999;0,999;0,999;0,83;0,26;0,51;0,999;0,999;0,72;0,52;0,08
"sub01242";0,31;0,23;0,54;0,67;0,52;0,5;0,38;0,45;0,6;0,53;0,71;0,77;0,62;0,66;0,96;0,88;0,81
"sub01287";0,01;0,48;0,3;0,74;0,05;0,04;0,02;0,03;0,02;0,45;0,13;0,001;0,001;0,001;0,67;0,001;0,7
"sub00189";0,22;0,18;0,73;0,46;0,87;0,7;0,77;0,999;0,92;0,29;0,17;0,14;0,01;0,69;0,66;0,66;0,49
"sub01535";0,77;0,65;0,73;0,93;0,66;0,72;0,43;0,54;0,76;0,73;0,001;0,58;0,43;0,1;0,57;0,67;0,77
"sub00855";0,001;0,08;0,15;0,41;0,001;0,16;0,33;0,5;0,59;0,07;0,12;0,09;0,58;0,11;0,96;0,06;0,06
"sub00931";0,5;0,05;0,06;0,25;0,83;0,5;0,69;0,72;0,72;0,74;0,14;0,09;0,05;0,51;0,66;0,36;0,999
"sub01531";0,71;0,58;0,32;0,66;0,65;0,52;0,43;0,63;0,79;0,5;0,43;0,41;0,57;0,33;0,8;0,5;0,5
"sub00576";0,49;0,64;0,999;0,64;0,55;0,72;0,65;0,57;0,6;0,57;0,59;0,71;0,04;0,56;0,64;0,65;0,72
"sub00803";0,07;0,86;0,999;0,999;0,87;0,999;0,999;0,999;0,999;0,999;0,08;0,78;0,84;0,999;0,999;0,999;0,999
"sub00532";0,18;0,73;0,93;0,95;0,23;0,37;0,39;0,56;0,43;0,89;0,2;0,94;0,24;0,67;0,76;0,78;0,91
"sub01457";0,96;0,11;0,001;0,29;0,75;0,9;0,77;0,79;0,78;0,21;0,07;0,46;0,04;0,09;0,999;0,9;0,82
"sub01302";0,3;0,51;0,22;0,81;0,72;0,82;0,8;0,78;0,001;0,77;0,13;0,8;0,07;0,001;0,98;0,999;0,71
"sub00436";0,86;0,23;0,59;0,82;0,71;0,999;0,999;0,999;0,999;0,999;0,6;0,999;0,999;0,999;0,999;0,999;0,999
"sub00633";0,06;0,23;0,52;0,67;0,54;0,21;0,56;0,69;0,77;0,3;0,59;0,16;0,16;0,16;0,72;0,26;0,39
"sub01093";0,33;0,34;0,64;0,77;0,79;0,83;0,999;0,999;0,68;0,76;0,33;0,7;0,75;0,76;0,82;0,37;0,27
"sub00957";0,62;0,3;0,03;0,59;0,7;0,58;0,51;0,57;0,73;0,48;0,75;0,78;0,17;0,25;0,38;0,87;0,62
"sub00921";0,5;0,28;0,14;0,74;0,53;0,5;0,49;0,49;0,85;0,6;0,22;0,24;0,2;0,24;0,13;0,19;0,13
"sub01057";0,61;0,34;0,81;0,79;0,65;0,81;0,75;0,69;0,999;0,54;0,03;0,999;0,96;0,1;0,999;0,33;0,73
